counterparty;country;industry;exposure;pd_th
12562;20042;20051;473.534240623751;-3.17900331703147
12563;20009;20051;653.24899321422;-2.14095156714714
12564;20045;20069;5314.86253597238;-3.17900331703147
12565;20033;20067;252.980486711539;-2.92550142591559
12566;20040;20052;428.052458912134;-3.39240481042436
12567;20041;20076;505.613832665923;-2.64047950450334
12568;20036;20070;4.8066664498751;-3.14869725402409
12569;20013;20057;56.4107322827359;-2.27543246002579
12570;20049;20068;1018.65570172065;-3.23888011835298
12571;20020;20055;194.244274893751;-3.17900331703147
12572;20016;20064;446.798583026975;-2.92550142591559
12573;20038;20065;1813.35013351383;-3.39240481042436
12574;20017;20060;942.822596947563;-2.46338973862845
12575;20033;20063;82.7099299058318;-3.23888011835298
12576;20016;20078;58.0769972875714;-2.46338973862845
12577;20015;20079;316.489747327042;-3.20906237282333
12578;20038;20067;4373.71457290936;-3.39240481042436
12579;20003;20054;935.993566135776;-2.14095156714714
12580;20003;20051;1356.13159738005;-2.92550142591559
12581;20004;20058;190.456469543278;-2.80832461598966
12582;20037;20066;1223.11055469782;-3.03884551754563
12583;20048;20062;580.602188128978;-2.27543246002579
12584;20024;20079;615.70301419124;-2.80832461598966
12585;20050;20079;370.15344761312;-2.92550142591559
12586;20003;20071;123.053821735084;-3.14869725402409
12587;20039;20075;160.05793120712;-2.64047950450334
12588;20037;20059;80.9810695115037;-3.14869725402409
12589;20019;20059;122.512999103117;-3.54008379920615
12590;20048;20072;2562.59067530248;-2.46338973862845
12591;20009;20071;3178.4380225647;-3.39240481042436
12592;20044;20062;1801.07775508406;-3.54008379920615
12593;20040;20052;441.169722005725;-2.64047950450334
12594;20025;20070;186.932245759218;-3.54008379920615
12595;20017;20069;559.40145207569;-3.17900331703147
12596;20021;20079;1961.52942991796;-3.54008379920615
12597;20045;20071;159.115044913931;-2.14095156714714
12598;20050;20067;260.069052531054;-2.46338973862845
12599;20005;20063;2829.04731044607;-3.14869725402409
12600;20019;20053;713.457871120515;-2.80832461598966
12601;20037;20054;1475.18442025427;-2.14095156714714
12602;20022;20076;1677.88436935406;-3.20906237282333
12603;20042;20053;922.948325479685;-3.03884551754563
12604;20049;20071;300.969850751284;-2.64047950450334
12605;20035;20074;577.617570292205;-2.46338973862845
12606;20015;20070;363.578356802464;-3.20906237282333
12607;20027;20062;479.863428045064;-2.92550142591559
12608;20021;20061;253.032576594293;-3.14869725402409
12609;20013;20061;2102.90737395352;-2.14095156714714
12610;20039;20078;235.979470193086;-2.27543246002579
12611;20044;20056;5289.17633153894;-2.14095156714714
12612;20037;20072;623.88933962211;-3.20906237282333
12613;20012;20068;93.9967321356181;-3.17900331703147
12614;20012;20051;2052.36948645654;-3.20906237282333
12615;20021;20066;533.294098451734;-3.17900331703147
12616;20043;20080;2230.51037021378;-3.54008379920615
12617;20021;20070;520.723922499312;-2.14095156714714
12618;20023;20058;568.706480786204;-3.17900331703147
12619;20037;20056;138.586110901088;-3.17900331703147
12620;20029;20076;1842.29915580692;-2.64047950450334
12621;20029;20078;2073.64586173537;-2.92550142591559
12622;20022;20063;684.967873152345;-3.14869725402409
12623;20023;20054;1325.49266792358;-2.46338973862845
12624;20027;20074;153.218487486755;-3.23888011835298
12625;20005;20067;748.588558244419;-3.03884551754563
12626;20009;20074;361.565284347711;-3.23888011835298
12627;20048;20053;254.888019524515;-3.14869725402409
12628;20001;20072;1348.27202926846;-3.14869725402409
12629;20025;20078;1496.78161823923;-2.64047950450334
12630;20009;20074;622.698524035513;-3.14869725402409
12631;20014;20058;1919.93830798817;-2.64047950450334
12632;20047;20072;1578.92330354991;-2.46338973862845
12633;20032;20059;756.793618387086;-3.17900331703147
12634;20029;20062;464.739086572081;-3.03884551754563
12635;20012;20078;2820.34497805872;-3.14869725402409
12636;20044;20057;158.720065839589;-3.23888011835298
12637;20035;20068;1593.02674784305;-3.39240481042436
12638;20035;20051;570.304088861049;-2.64047950450334
12639;20040;20073;147.432637239368;-3.20906237282333
12640;20049;20067;1307.732746801;-3.03884551754563
12641;20041;20069;354.029784797181;-3.14869725402409
12642;20007;20060;260.424869135022;-2.46338973862845
12643;20044;20074;2176.76423663709;-2.46338973862845
12644;20027;20077;898.271968546224;-3.54008379920615
12645;20038;20073;1389.99660863521;-3.17900331703147
12646;20007;20075;374.76201960817;-3.17900331703147
12647;20021;20059;952.433303887856;-3.54008379920615
12648;20029;20055;330.035278573632;-3.54008379920615
12649;20026;20078;1078.86608313293;-3.14869725402409
12650;20047;20058;294.860686641186;-3.54008379920615
12651;20009;20054;210.501312278211;-3.20906237282333
12652;20044;20080;1949.63229988856;-3.39240481042436
12653;20021;20067;1119.80793900312;-3.39240481042436
12654;20047;20055;1541.82006224039;-2.14095156714714
12655;20017;20059;18.5951325111091;-2.27543246002579
12656;20038;20056;804.873666941644;-2.64047950450334
12657;20039;20052;615.329260472208;-3.23888011835298
12658;20028;20072;1389.64747815373;-3.54008379920615
12659;20034;20066;145.455433055758;-2.64047950450334
12660;20040;20066;323.908900712905;-3.20906237282333
12661;20016;20054;758.623333605838;-3.14869725402409
12662;20039;20053;1402.15097663527;-3.54008379920615
12663;20010;20056;708.99891737944;-2.92550142591559
12664;20004;20069;282.680716661281;-2.92550142591559
12665;20003;20078;546.711055606781;-2.14095156714714
12666;20012;20075;90.9452824798093;-3.23888011835298
12667;20024;20079;655.134514439851;-3.03884551754563
12668;20022;20053;3598.06085170662;-2.14095156714714
12669;20007;20079;705.751853953016;-3.03884551754563
12670;20005;20067;1111.28024566443;-3.03884551754563
12671;20008;20056;54.3766040354967;-3.14869725402409
12672;20032;20068;3682.27306383228;-2.64047950450334
12673;20022;20077;650.579400826246;-3.03884551754563
12674;20019;20071;115.931896492839;-2.14095156714714
12675;20031;20061;181.183232925832;-2.92550142591559
12676;20023;20065;669.05419761315;-2.92550142591559
12677;20032;20053;1447.83649879368;-3.23888011835298
12678;20024;20065;500.651887618005;-3.54008379920615
12679;20037;20078;278.866738135838;-2.14095156714714
12680;20038;20053;1168.74436284871;-3.20906237282333
12681;20038;20058;770.027560139907;-3.03884551754563
12682;20005;20077;573.079050518572;-2.27543246002579
12683;20038;20061;830.568383960983;-2.80832461598966
12684;20037;20064;778.613822480791;-2.64047950450334
12685;20046;20056;17.1572240069509;-3.20906237282333
12686;20021;20073;521.53865712678;-2.80832461598966
12687;20020;20074;71.1320147462248;-3.23888011835298
12688;20005;20072;3030.83799762611;-3.17900331703147
12689;20020;20080;265.434488654137;-2.80832461598966
12690;20002;20065;2574.49332053278;-3.39240481042436
12691;20041;20070;342.038074581789;-2.92550142591559
12692;20028;20056;133.146395172684;-3.23888011835298
12693;20026;20069;88.0388398654759;-2.64047950450334
12694;20016;20059;88.9986190747152;-2.64047950450334
12695;20006;20053;3110.85485650187;-2.27543246002579
12696;20019;20080;648.946112487465;-3.23888011835298
12697;20030;20060;1175.86928136171;-3.54008379920615
12698;20029;20051;1685.45242018046;-2.80832461598966
12699;20035;20051;765.435252890333;-3.54008379920615
12700;20034;20059;54.5686509782089;-2.27543246002579
12701;20023;20054;1326.35212219776;-2.27543246002579
12702;20033;20053;311.155187897384;-2.64047950450334
12703;20030;20077;947.095692363422;-3.23888011835298
12704;20003;20054;1347.67852998794;-3.17900331703147
12705;20017;20052;1282.93910338999;-3.20906237282333
12706;20040;20069;1056.75250473888;-3.14869725402409
12707;20045;20055;614.199838135391;-3.20906237282333
12708;20019;20077;127.563722032157;-2.92550142591559
12709;20047;20075;948.480775105019;-2.27543246002579
12710;20041;20066;595.547412056476;-3.17900331703147
12711;20007;20059;1208.68393867732;-3.17900331703147
12712;20012;20065;776.625428392747;-3.54008379920615
12713;20037;20056;934.801066252303;-2.27543246002579
12714;20023;20074;1136.84600923625;-2.14095156714714
12715;20040;20061;2585.68593288276;-3.54008379920615
12716;20021;20063;3195.21874172573;-3.14869725402409
12717;20029;20055;480.630019679666;-2.46338973862845
12718;20008;20074;3734.60634299703;-3.54008379920615
12719;20042;20054;317.981101106852;-3.39240481042436
12720;20041;20068;637.307774275541;-2.27543246002579
12721;20036;20076;1190.57450439305;-3.39240481042436
12722;20033;20064;344.318714458495;-3.17900331703147
12723;20020;20060;94.7308972712043;-3.03884551754563
12724;20030;20075;3586.43347562707;-3.20906237282333
12725;20045;20059;40.6623240560293;-2.27543246002579
12726;20044;20068;1605.08711627665;-3.20906237282333
12727;20023;20079;408.776898083495;-2.92550142591559
12728;20022;20067;462.663215119392;-3.14869725402409
12729;20009;20065;78.9590379208344;-2.14095156714714
12730;20013;20060;832.328908103418;-3.17900331703147
12731;20029;20052;953.078030566585;-2.64047950450334
12732;20045;20062;2070.08931923052;-3.54008379920615
12733;20016;20060;456.879860721529;-3.17900331703147
12734;20043;20057;1232.16147623481;-3.39240481042436
12735;20022;20065;835.557467262161;-2.64047950450334
12736;20018;20057;56.3104180619121;-2.27543246002579
12737;20018;20056;550.850517582148;-3.14869725402409
12738;20014;20073;303.960176948351;-3.39240481042436
12739;20009;20069;691.494298633188;-2.14095156714714
12740;20031;20060;742.159851784718;-2.64047950450334
12741;20025;20075;61.6392665542662;-2.27543246002579
12742;20012;20078;754.070971046753;-3.39240481042436
12743;20042;20062;2460.5884593164;-3.14869725402409
12744;20013;20056;213.389519406568;-3.17900331703147
12745;20011;20051;186.448945663869;-2.92550142591559
12746;20030;20067;1105.24728610636;-3.20906237282333
12747;20019;20075;280.271572992206;-3.14869725402409
12748;20006;20079;2579.98747979513;-2.80832461598966
12749;20032;20069;237.313951191352;-2.27543246002579
12750;20012;20078;1645.54381734672;-3.54008379920615
12751;20010;20078;4440.3971021337;-2.64047950450334
12752;20046;20069;519.021715037525;-3.14869725402409
12753;20034;20054;178.074034396559;-2.46338973862845
12754;20034;20059;2099.10354564402;-3.39240481042436
12755;20012;20061;468.714987393469;-3.54008379920615
12756;20028;20074;61.6955780424178;-3.23888011835298
12757;20034;20062;3930.35801292813;-2.14095156714714
12758;20011;20079;398.698946461082;-2.80832461598966
12759;20008;20052;791.848237565379;-2.27543246002579
12760;20009;20076;1764.05577911975;-3.03884551754563
12761;20030;20063;739.227276253414;-2.80832461598966
12762;20014;20057;1121.54728076876;-3.14869725402409
12763;20038;20060;393.65676827162;-3.39240481042436
12764;20045;20067;283.988717012107;-2.80832461598966
12765;20044;20067;972.72495400358;-3.17900331703147
12766;20011;20063;3853.09771107534;-2.64047950450334
12767;20015;20056;3883.81050297807;-2.64047950450334
12768;20041;20073;455.55281220004;-2.80832461598966
12769;20011;20068;219.570283778012;-3.20906237282333
12770;20020;20058;73.2978161627181;-2.92550142591559
12771;20022;20071;1225.48716324837;-2.27543246002579
12772;20037;20053;137.343313237938;-2.27543246002579
12773;20017;20057;287.384531067482;-2.46338973862845
12774;20024;20060;3840.50368310368;-3.17900331703147
12775;20050;20060;23.6138665606405;-3.03884551754563
12776;20003;20071;1605.37717079344;-2.64047950450334
12777;20015;20067;496.680517215282;-3.20906237282333
12778;20033;20070;297.833510208875;-3.20906237282333
12779;20003;20065;609.895262401551;-2.27543246002579
12780;20043;20061;1527.6471915746;-2.80832461598966
12781;20010;20070;1530.66639021477;-2.64047950450334
12782;20030;20069;723.056593592972;-3.23888011835298
12783;20031;20063;5449.10340167978;-3.23888011835298
12784;20018;20075;38.6931565590203;-3.03884551754563
12785;20038;20073;597.686214372516;-3.14869725402409
12786;20026;20068;559.716625963376;-2.27543246002579
12787;20013;20057;63.0770181305707;-3.23888011835298
12788;20024;20052;449.285088572651;-2.14095156714714
12789;20045;20075;1145.25011338353;-2.46338973862845
12790;20035;20059;2271.01226324651;-3.20906237282333
12791;20026;20072;515.437334310263;-3.17900331703147
12792;20024;20076;1778.91402124407;-2.80832461598966
12793;20003;20053;93.5874772258103;-2.46338973862845
12794;20034;20077;1558.80426048281;-2.64047950450334
12795;20041;20059;1155.64600094677;-3.39240481042436
12796;20002;20080;1182.80603453041;-2.27543246002579
12797;20002;20080;770.023154052806;-3.14869725402409
12798;20041;20073;300.306926481426;-3.39240481042436
12799;20039;20052;3246.36051787024;-3.14869725402409
12800;20005;20051;803.724307518049;-3.23888011835298
12801;20019;20066;1884.86606433036;-2.80832461598966
12802;20005;20072;3271.24878747349;-3.39240481042436
12803;20050;20060;1963.47015156391;-3.23888011835298
12804;20009;20076;660.117264837027;-2.92550142591559
12805;20002;20069;1149.75799429686;-2.92550142591559
12806;20033;20067;621.528662275523;-3.17900331703147
12807;20015;20060;221.426519565284;-2.27543246002579
12808;20008;20057;812.538771848095;-3.54008379920615
12809;20025;20055;3041.44119454508;-3.39240481042436
12810;20002;20051;163.476266898215;-2.46338973862845
12811;20026;20061;771.502800243807;-2.46338973862845
12812;20036;20071;2669.21240637515;-3.39240481042436
12813;20007;20064;1740.8754787499;-2.14095156714714
12814;20024;20066;168.000444304198;-2.46338973862845
12815;20017;20077;1128.0256062326;-3.23888011835298
12816;20030;20078;756.072012786722;-3.14869725402409
12817;20010;20077;927.821442442846;-3.39240481042436
12818;20025;20064;994.082434992206;-2.80832461598966
12819;20046;20068;403.965899720788;-3.03884551754563
12820;20007;20059;522.758929990232;-2.14095156714714
12821;20009;20061;227.352548390627;-3.39240481042436
12822;20025;20060;5.83756389096379;-3.14869725402409
12823;20050;20052;484.565555265826;-2.92550142591559
12824;20016;20051;236.309974322922;-2.64047950450334
12825;20047;20066;1972.22453719916;-3.39240481042436
12826;20005;20077;211.718329635995;-2.46338973862845
12827;20017;20054;384.934570174664;-3.03884551754563
12828;20028;20056;784.977070501374;-2.14095156714714
12829;20010;20075;805.876935790193;-3.54008379920615
12830;20014;20062;1501.0842169589;-3.23888011835298
12831;20002;20078;52.8742740862072;-2.92550142591559
12832;20010;20062;1273.35846119886;-3.23888011835298
12833;20026;20055;415.872075594962;-3.39240481042436
12834;20009;20055;1668.43549898806;-3.23888011835298
12835;20028;20066;173.210612963885;-2.64047950450334
12836;20001;20064;1352.81769182057;-2.80832461598966
12837;20008;20067;951.530234846187;-2.27543246002579
12838;20010;20058;838.11546650063;-3.23888011835298
12839;20043;20078;2701.83327967737;-2.92550142591559
12840;20033;20077;752.962588149777;-3.17900331703147
12841;20023;20069;430.968737695366;-3.20906237282333
12842;20036;20070;834.458308756311;-3.03884551754563
12843;20011;20064;3973.91811551011;-2.92550142591559
12844;20030;20063;474.164821207523;-2.27543246002579
12845;20036;20057;1323.3323143375;-2.27543246002579
12846;20033;20076;586.310971993953;-3.39240481042436
12847;20043;20074;1248.01436434956;-3.54008379920615
12848;20018;20072;153.093022294343;-3.54008379920615
12849;20034;20067;1801.12050722363;-3.14869725402409
12850;20017;20051;1485.04842064323;-3.03884551754563
12851;20021;20063;2562.08184162591;-2.46338973862845
12852;20024;20053;1071.2584942157;-2.64047950450334
12853;20048;20070;549.469813238829;-3.17900331703147
12854;20010;20079;756.949128230511;-2.80832461598966
12855;20003;20052;2629.73949114296;-3.17900331703147
12856;20026;20068;1005.50552360238;-3.14869725402409
12857;20048;20057;5349.75938655832;-2.80832461598966
12858;20032;20059;66.6638119146228;-3.03884551754563
12859;20020;20073;116.561492841894;-3.39240481042436
12860;20005;20063;1352.11448274077;-3.17900331703147
12861;20038;20055;676.766990683973;-2.14095156714714
12862;20009;20063;1794.68659116867;-3.20906237282333
12863;20025;20059;3073.03831518834;-3.14869725402409
12864;20015;20066;509.069191291928;-3.54008379920615
12865;20005;20073;1930.97803919556;-3.54008379920615
12866;20043;20058;5454.8244939039;-2.27543246002579
12867;20041;20057;1700.23500165882;-2.46338973862845
12868;20013;20077;964.924331712437;-2.14095156714714
12869;20022;20064;160.048561503519;-2.27543246002579
12870;20046;20064;1141.78600903125;-3.54008379920615
12871;20032;20062;32.9140634275973;-3.03884551754563
12872;20045;20055;88.931470643729;-3.20906237282333
12873;20038;20058;1241.24986394764;-2.27543246002579
12874;20029;20078;1033.65042615206;-2.64047950450334
12875;20016;20071;2326.39239529583;-2.64047950450334
12876;20046;20070;226.124909263528;-3.14869725402409
12877;20004;20062;3567.90198923504;-3.54008379920615
12878;20049;20066;531.022090512242;-3.39240481042436
12879;20031;20074;87.6016952879418;-3.39240481042436
12880;20045;20056;275.484569370747;-3.20906237282333
12881;20036;20066;3587.50831128514;-3.14869725402409
12882;20041;20053;1363.04560113223;-3.54008379920615
12883;20015;20067;261.174133513123;-3.14869725402409
12884;20042;20078;564.098654314876;-2.64047950450334
12885;20016;20063;2632.67925927851;-3.20906237282333
12886;20011;20051;601.001978386194;-2.46338973862845
12887;20013;20065;319.079543929547;-3.03884551754563
12888;20013;20076;1563.20111713545;-3.20906237282333
12889;20048;20070;1303.79683892698;-3.03884551754563
12890;20022;20062;1508.26080693843;-2.64047950450334
12891;20032;20064;1929.86275806072;-3.14869725402409
12892;20016;20076;142.218730878085;-2.80832461598966
12893;20017;20063;183.388556353748;-2.92550142591559
12894;20046;20077;1668.47927301171;-3.14869725402409
12895;20031;20076;94.2126782611012;-2.14095156714714
12896;20010;20054;460.912122391164;-2.92550142591559
12897;20004;20051;11.8068282987896;-3.17900331703147
12898;20028;20080;38.1357385776937;-3.23888011835298
12899;20002;20072;217.477522790432;-3.54008379920615
12900;20029;20075;898.189386873381;-2.80832461598966
12901;20038;20076;838.549601522512;-2.92550142591559
12902;20009;20057;470.959651749581;-3.14869725402409
12903;20039;20062;318.735441221549;-3.03884551754563
12904;20019;20059;1292.61965393544;-3.23888011835298
12905;20035;20071;395.470631308854;-2.14095156714714
12906;20015;20067;1595.9334912801;-3.23888011835298
12907;20016;20066;26.9054500386119;-2.14095156714714
12908;20024;20066;10.4614392272596;-2.80832461598966
12909;20044;20059;1999.51437666061;-3.20906237282333
12910;20010;20069;372.279573697597;-2.46338973862845
12911;20005;20063;327.564841601998;-2.92550142591559
12912;20023;20067;1672.56560541831;-2.27543246002579
12913;20043;20059;534.674797207117;-2.46338973862845
12914;20015;20062;2201.13750172616;-3.54008379920615
12915;20029;20063;935.227228286576;-2.80832461598966
12916;20018;20057;1412.84305197406;-2.92550142591559
12917;20036;20054;4051.26946212208;-2.80832461598966
12918;20022;20055;397.26431062445;-3.17900331703147
12919;20025;20055;1980.71609987857;-3.39240481042436
12920;20034;20055;729.88422583313;-2.64047950450334
12921;20043;20076;1751.43866612839;-3.14869725402409
12922;20041;20077;1022.85908717186;-2.46338973862845
12923;20046;20054;3493.46232952035;-3.03884551754563
12924;20033;20064;183.75409161672;-2.64047950450334
12925;20048;20070;2939.72086419085;-3.03884551754563
12926;20017;20072;757.467145351345;-3.23888011835298
12927;20022;20060;81.9741859155109;-3.14869725402409
12928;20038;20066;644.858976826072;-3.17900331703147
12929;20045;20062;351.091146934777;-2.64047950450334
12930;20026;20075;1169.85816038669;-3.20906237282333
12931;20019;20062;603.181811049581;-2.92550142591559
12932;20005;20054;139.375699025448;-3.23888011835298
12933;20030;20069;497.312784194946;-3.17900331703147
12934;20010;20069;836.639192008323;-3.03884551754563
12935;20010;20077;965.161548885417;-3.39240481042436
12936;20009;20073;2347.8829654536;-2.27543246002579
12937;20002;20055;395.671075932914;-3.54008379920615
12938;20034;20073;116.077193109709;-3.03884551754563
12939;20009;20078;139.261863218521;-2.46338973862845
12940;20014;20057;1432.90871745887;-2.14095156714714
12941;20011;20068;2409.8969846154;-2.64047950450334
12942;20044;20065;674.057472497225;-3.14869725402409
12943;20008;20072;413.376369979233;-3.14869725402409
12944;20036;20053;197.348897977275;-3.03884551754563
12945;20008;20063;1035.527841146;-2.27543246002579
12946;20031;20068;112.058273516595;-3.14869725402409
12947;20020;20066;2038.16750078442;-2.46338973862845
12948;20034;20063;1302.90173362465;-3.17900331703147
12949;20005;20072;121.53553148331;-2.80832461598966
12950;20029;20066;1931.80840640309;-3.14869725402409
12951;20050;20079;1672.88869797232;-3.14869725402409
12952;20003;20076;1439.97641313442;-3.14869725402409
12953;20042;20064;676.554178353399;-2.64047950450334
12954;20006;20066;526.413624640554;-2.46338973862845
12955;20035;20059;480.524789076298;-2.27543246002579
12956;20032;20063;3090.60925228481;-2.80832461598966
12957;20011;20057;163.085858803242;-3.54008379920615
12958;20044;20057;332.646988332272;-3.54008379920615
12959;20031;20074;119.969169119879;-2.46338973862845
12960;20047;20077;59.7522919997573;-2.64047950450334
12961;20044;20072;1597.24897882881;-3.20906237282333
12962;20026;20063;558.150026685437;-3.23888011835298
12963;20011;20056;1019.42245006086;-3.23888011835298
12964;20002;20060;61.3973336870924;-3.20906237282333
12965;20048;20070;1672.22281853008;-2.27543246002579
12966;20017;20053;1769.87885302844;-2.92550142591559
12967;20024;20073;858.039292777585;-2.27543246002579
12968;20015;20079;778.571662451041;-2.14095156714714
12969;20020;20072;703.440958069352;-3.54008379920615
12970;20038;20066;1744.00618710841;-2.27543246002579
12971;20002;20075;481.575765999662;-3.20906237282333
12972;20012;20068;558.317946270108;-3.17900331703147
12973;20014;20074;391.227784566581;-3.20906237282333
12974;20015;20058;498.457226902246;-3.39240481042436
12975;20005;20072;1603.65441758093;-3.14869725402409
12976;20028;20063;165.246203541756;-2.27543246002579
12977;20020;20076;1102.37035803021;-2.46338973862845
12978;20048;20080;293.368073180318;-2.64047950450334
12979;20005;20051;212.129495572299;-3.17900331703147
12980;20016;20073;456.374865025282;-2.92550142591559
12981;20011;20067;705.852981763844;-3.39240481042436
12982;20011;20067;265.469535719603;-3.17900331703147
12983;20035;20074;402.59812399745;-2.46338973862845
12984;20011;20054;38.8538402538852;-2.14095156714714
12985;20039;20069;2820.36496392771;-3.17900331703147
12986;20029;20061;73.1161784255616;-2.14095156714714
12987;20044;20072;231.140345164616;-2.80832461598966
12988;20008;20062;353.313296101987;-2.46338973862845
12989;20008;20052;226.236386224627;-3.03884551754563
12990;20015;20070;2588.41617951605;-2.14095156714714
12991;20025;20077;902.690614531648;-2.14095156714714
12992;20001;20062;286.238032209039;-3.14869725402409
12993;20022;20080;415.194504894316;-3.03884551754563
12994;20016;20076;183.786327019334;-3.17900331703147
12995;20012;20079;279.52123247087;-3.20906237282333
12996;20030;20078;2558.29045722697;-3.20906237282333
12997;20036;20062;284.249936523533;-3.20906237282333
12998;20020;20056;907.263705377846;-2.80832461598966
12999;20008;20073;1192.92298607053;-3.54008379920615
13000;20011;20069;1976.99587038698;-3.14869725402409
13001;20032;20080;3906.27818347371;-2.27543246002579
13002;20048;20064;3343.44398213511;-3.17900331703147
13003;20007;20076;2140.37643174145;-3.14869725402409
13004;20033;20080;1292.10938415946;-2.80832461598966
13005;20025;20062;289.037946611643;-3.39240481042436
13006;20018;20072;1910.73319556874;-2.14095156714714
13007;20001;20055;48.4283855040349;-2.92550142591559
13008;20048;20070;354.309529997408;-3.03884551754563
13009;20047;20063;256.773180793971;-3.39240481042436
13010;20050;20051;758.520851188136;-3.54008379920615
13011;20004;20058;296.748730287522;-3.54008379920615
13012;20006;20069;743.198654765808;-2.92550142591559
13013;20036;20066;17.2543036257939;-3.17900331703147
13014;20037;20068;1365.62965806098;-3.39240481042436
13015;20003;20055;2681.82458157156;-2.14095156714714
13016;20045;20053;2158.49884773109;-2.46338973862845
13017;20005;20063;322.560355067253;-2.80832461598966
13018;20010;20068;578.634377355147;-2.92550142591559
13019;20019;20055;678.390410728753;-2.14095156714714
13020;20007;20071;468.373687472194;-2.14095156714714
13021;20028;20070;410.116471815854;-3.54008379920615
13022;20012;20064;1853.33153410795;-2.92550142591559
13023;20042;20066;1001.41314133526;-2.64047950450334
13024;20049;20074;264.654974453151;-2.14095156714714
13025;20023;20057;1250.71839052708;-2.64047950450334
13026;20010;20066;638.201957568526;-2.92550142591559
13027;20009;20072;591.774374712259;-2.80832461598966
13028;20007;20070;150.949197520581;-2.80832461598966
13029;20010;20055;1631.08534916284;-3.03884551754563
13030;20024;20079;1291.20969395609;-2.92550142591559
13031;20023;20051;886.598716447961;-3.17900331703147
13032;20015;20071;174.165699165314;-2.64047950450334
13033;20029;20061;1677.42643683198;-3.03884551754563
13034;20040;20065;1846.18451437893;-3.14869725402409
13035;20043;20072;347.060146509871;-2.46338973862845
13036;20005;20061;2501.28622526739;-3.20906237282333
13037;20005;20059;915.889164390874;-2.80832461598966
13038;20008;20076;268.176027107984;-3.39240481042436
13039;20046;20073;307.742704427399;-3.20906237282333
13040;20042;20072;939.87028575958;-2.92550142591559
13041;20027;20068;288.546001072973;-3.23888011835298
13042;20027;20060;1886.69934301617;-2.92550142591559
13043;20016;20073;90.3560396267889;-2.27543246002579
13044;20030;20056;280.963517867438;-2.64047950450334
13045;20001;20076;10.5129801668227;-3.14869725402409
13046;20022;20057;22.3835913110137;-3.03884551754563
13047;20030;20077;1830.99865904989;-3.54008379920615
13048;20048;20069;1130.83195868404;-3.17900331703147
13049;20006;20077;576.49318309301;-2.64047950450334
13050;20042;20055;408.083789050579;-2.80832461598966
13051;20032;20056;283.604097086936;-3.17900331703147
13052;20001;20074;695.945542263699;-3.03884551754563
13053;20036;20074;354.866405483335;-3.14869725402409
13054;20044;20063;1254.02369066597;-3.39240481042436
13055;20043;20078;240.075452253222;-3.14869725402409
13056;20049;20057;1759.19436468723;-2.46338973862845
13057;20020;20074;46.7646525691652;-3.14869725402409
13058;20040;20060;1373.50859954478;-3.14869725402409
13059;20040;20053;1817.07209414759;-2.46338973862845
13060;20037;20060;187.792552861085;-2.46338973862845
13061;20004;20079;888.955500638316;-2.64047950450334
13062;20040;20075;174.679511226714;-2.46338973862845
13063;20047;20077;1228.66385891558;-3.39240481042436
13064;20017;20075;491.258268244565;-2.92550142591559
13065;20033;20068;369.814403478523;-3.23888011835298
13066;20026;20072;1584.48324787508;-3.17900331703147
13067;20041;20075;1279.70984667064;-2.80832461598966
13068;20029;20058;386.963055015205;-2.14095156714714
13069;20024;20058;3081.04833964961;-2.92550142591559
13070;20031;20052;467.719024512917;-3.54008379920615
13071;20033;20068;1344.22756541045;-2.46338973862845
13072;20001;20055;2205.72043211884;-2.27543246002579
13073;20024;20072;1453.76375495436;-2.64047950450334
13074;20020;20066;310.674979307797;-3.14869725402409
13075;20042;20055;2204.93828146681;-3.20906237282333
13076;20039;20058;493.14140342176;-3.39240481042436
13077;20049;20066;708.492528597161;-2.80832461598966
13078;20019;20074;2135.61597013947;-3.14869725402409
13079;20044;20065;887.684014583838;-2.14095156714714
13080;20045;20073;1524.72722708228;-3.20906237282333
13081;20021;20061;1876.16475691396;-3.23888011835298
13082;20027;20053;589.89148074761;-3.54008379920615
13083;20026;20064;273.817349225283;-3.20906237282333
13084;20040;20078;531.121517065912;-3.54008379920615
13085;20013;20052;2299.34730730158;-3.23888011835298
13086;20011;20064;1363.8553963554;-3.20906237282333
13087;20030;20064;501.817025244236;-2.80832461598966
13088;20049;20072;7.23260080237997;-2.92550142591559
13089;20030;20058;360.131577122957;-2.80832461598966
13090;20010;20075;377.962927708916;-3.54008379920615
13091;20017;20054;320.336121490579;-3.39240481042436
13092;20018;20055;113.224242348224;-2.46338973862845
13093;20016;20078;1577.37691766355;-2.64047950450334
13094;20044;20060;16.0785216178063;-2.92550142591559
13095;20002;20056;366.472861729562;-3.14869725402409
13096;20040;20059;353.593174833804;-3.17900331703147
13097;20007;20069;1802.48785914147;-3.23888011835298
13098;20027;20077;1024.78410113127;-2.64047950450334
13099;20043;20060;1934.02721165659;-2.46338973862845
13100;20011;20075;1348.98381676049;-2.64047950450334
13101;20019;20068;1522.72923654857;-3.14869725402409
13102;20039;20061;543.035744689405;-3.03884551754563
13103;20023;20080;3118.45602823381;-3.54008379920615
13104;20013;20065;1432.45385641064;-3.20906237282333
13105;20038;20077;127.953457180411;-2.46338973862845
13106;20046;20060;1014.5431337458;-3.54008379920615
13107;20021;20078;950.334762009085;-2.46338973862845
13108;20003;20069;921.070526408227;-3.17900331703147
13109;20008;20061;2315.23296410654;-2.80832461598966
13110;20017;20056;5153.71929265955;-3.03884551754563
